TEAM,CONF,G,W,TORD,ORB,FTR,2P_O,3P_O,YEAR
Minnesota,B10,34,21,20.2,43.6,41.6,48.8,33.7,2013
California,P12,33,21,16.8,32.5,31.2,48.8,30.2,2013
Mississippi,SEC,36,27,21.5,34.1,38.8,49.4,32.4,2013
Harvard,Ivy,29,19,20.9,25.6,49.6,51.5,39.8,2013
Davidson,A10,31,23,17,29.6,28.5,53.1,38.7,2015
VCU,A10,36,26,23.5,31.8,37.3,46.9,34.3,2015
Dayton,A10,33,25,18,28.7,40.8,51.5,34.4,2016
Dayton,A10,31,24,20.9,25.6,43.4,51,38.4,2017
VCU,A10,35,26,21,31.3,36.4,51.5,33.1,2017
Davidson,A10,33,21,16.2,22.6,24.6,56.5,38.9,2018
St. Bonaventure,A10,34,26,20.4,29.3,40.5,48.5,38.6,2018
Saint Louis,A10,36,23,19.4,36,39.4,47.2,30.4,2019
VCU,A10,33,25,23.4,31,35.7,53.1,30.5,2019
Pittsburgh,ACC,32,20,16.9,36.9,36.1,50.4,35,2016
Miami FL,ACC,33,21,18.3,33.4,34.3,49.8,35.6,2017
Virginia Tech,ACC,33,22,16.5,23.4,40.9,54.6,40.3,2017
Miami FL,ACC,32,22,18.8,29.1,29.1,52.2,36.4,2018
North Carolina St.,ACC,33,21,20.4,33.4,34.2,52.1,37.2,2018
Virginia,ACC,34,31,20.9,27,24.5,50.1,38.3,2018
Virginia Tech,ACC,33,21,18.6,23.9,36.5,57.3,38.8,2018
Louisville,ACC,34,20,16.1,29.1,34.9,50.6,34.2,2019
Syracuse,ACC,34,20,23.1,30.2,36.8,49.3,33.3,2019
Albany,AE,33,24,20.1,32.6,39,47.9,35.8,2015
Stony Brook,AE,31,24,18.4,34.8,32.2,50.7,37.2,2016
Vermont,AE,34,29,19.6,29.8,34.3,55.5,36.7,2017
Vermont,AE,33,27,19.1,27.3,35.9,51.6,35.9,2019
SMU,Amer,33,26,20.3,36.6,43.8,51.3,36.3,2015
Cincinnati,Amer,33,22,20.3,36.7,33.2,47.7,34.8,2016
Temple,Amer,33,21,16.2,29.1,26.6,44.9,33.7,2016
SMU,Amer,35,30,18.3,37.2,36,51,40.6,2017
Wichita St.,Amer,33,25,16.3,35.4,34.8,53.8,38.1,2018
Cincinnati,Amer,35,28,20.9,37.4,37.6,47.6,34.5,2019
Florida Gulf Coast,ASun,31,17,15.9,31.7,37.3,51.5,34.2,2016
Florida Gulf Coast,ASun,31,26,17.4,33.8,33.8,55.4,33.7,2017
Lipscomb,ASun,30,23,19.9,27.4,40.6,53.2,32.7,2018
Indiana,B10,34,20,15.9,35.3,32.7,50.2,40.6,2015
Purdue,B10,34,21,17.6,36.5,41.7,50.9,32.7,2015
Michigan,B10,35,22,17.9,24.8,27.8,52.6,38,2016
Michigan St.,B10,35,29,14.2,37.1,30,51.4,43.4,2016
Purdue,B10,35,26,13.7,35,35.4,52.8,36.7,2016
Maryland,B10,32,24,18,30.4,38.5,51,36.3,2017
Minnesota,B10,34,24,17.6,29.7,39.6,47.5,34.3,2017
Wisconsin,B10,34,23,17.2,24.5,27.3,49.7,35.9,2019
Baylor,B12,33,23,19.3,41.9,38.6,46.1,38.2,2015
Iowa St.,B12,34,25,18.5,28.3,36.5,54.3,36.2,2015
Oklahoma St.,B12,31,17,21.1,26.9,39,49.2,34.6,2015
Texas,B12,34,20,14,37.9,36.6,48.3,33.8,2015
Baylor,B12,33,21,19.8,40,38.6,49.8,37.4,2016
Texas,B12,33,20,18.5,30.7,39.5,48.5,34.1,2016
Texas Tech,B12,32,19,19,31.3,42.2,49.2,34.6,2016
West Virginia,B12,35,26,25,42,46.2,50.3,32.5,2016
Kansas St.,B12,35,21,22.1,29.5,41.1,51.8,36.2,2017
Oklahoma St.,B12,32,20,20.3,38.3,37.4,50.4,40.3,2017
Oklahoma,B12,32,18,16.8,28.4,33.2,53.3,35.9,2018
TCU,B12,33,21,17.4,34.2,34.1,55.1,39.4,2018
Texas,B12,34,19,18,29.4,33,51.2,32,2018
Iowa St.,B12,35,23,18.8,28.3,30,55,36.2,2019
Kansas St.,B12,34,25,22.8,28.3,30.6,48.9,33.4,2019
Providence,BE,34,22,19.7,35.2,40.7,48.9,31.3,2015
St. John's,BE,32,20,19.5,27.6,35.7,48.2,34.5,2015
Seton Hall,BE,34,25,19.5,34.7,40.4,48.8,34.7,2016
Creighton,BE,34,25,19.3,24.2,27.9,56.4,39.8,2017
Marquette,BE,32,19,18.3,27.1,31,52.7,42.9,2017
Seton Hall,BE,33,21,17.5,35.7,37.6,49.6,33.8,2017
Creighton,BE,32,21,15.8,22.5,26.5,58.7,37.2,2018
Providence,BE,35,21,19,28.9,38.6,49.5,33.2,2018
Marquette,BE,34,24,16.6,29.4,35.1,50,38.8,2019
Seton Hall,BE,34,20,19.8,29.5,34.5,50.6,32.4,2019
Eastern Washington,BSky,32,23,17.8,29.3,35.2,52.2,39.3,2015
Weber St.,BSky,32,23,15.6,25.9,45.7,55.3,35.5,2016
North Dakota,BSky,29,22,19.6,26,36.1,51.4,38.7,2017
Montana,BSky,32,26,21.2,33.5,38.3,51.4,33.7,2018
Montana,BSky,33,26,19.2,27.4,31.6,55.6,37.8,2019
Coastal Carolina,BSth,30,20,16.9,34.8,38.9,48.1,35.9,2015
UNC Asheville,BSth,32,20,22.2,31.6,41.8,50.2,32.1,2016
Winthrop,BSth,31,26,18.6,26.3,38.2,50.9,37.9,2017
Radford,BSth,34,23,20.2,32,31.2,47.1,35,2018
Gardner Webb,BSth,32,23,18.2,22.4,38.3,53.6,37.7,2019
UC Irvine,BW,32,19,17.2,30,30.2,47.8,38.2,2015
UC Davis,BW,34,23,19.6,29.1,40.8,46.9,34.5,2017
Cal St. Fullerton,BW,30,20,18.2,26,45.6,52,33.8,2018
Northeastern,CAA,35,23,15.5,30.1,41.4,53,38.6,2015
UNC Wilmington,CAA,31,23,19.9,32.1,35.6,51,34.4,2016
UNC Wilmington,CAA,33,29,20.1,32.5,30.8,55.7,36.1,2017
College of Charleston,CAA,32,26,17.8,25.5,36.6,52,35.9,2018
Northeastern,CAA,34,23,16.7,22.7,34.3,55.8,38.2,2019
Old Dominion,CUSA,35,26,18.5,32.1,28.9,44.1,34.9,2019
Valparaiso,Horz,31,25,18.6,34.7,36.6,48,38.4,2015
Green Bay,Horz,34,21,21.1,30.9,42.2,48.5,35,2016
Northern Kentucky,Horz,33,24,17,31.2,36.5,51.6,35.7,2017
Wright St.,Horz,33,25,21,28.7,35.3,47.7,33.5,2018
Northern Kentucky,Horz,33,26,18.4,30.6,34.8,55,36,2019
Harvard,Ivy,28,20,20.1,32.4,38.9,45.5,34.3,2015
Princeton,Ivy,29,23,20.2,24.1,24.4,50.5,37.6,2017
Penn,Ivy,32,24,17,23.8,33.4,53.3,34.8,2018
Yale,Ivy,29,22,15.2,26.3,30.1,56,36.5,2019
Iona,MAAC,33,22,19.2,29.2,32.4,52.5,37,2016
Iona,MAAC,35,22,18,27,31,49.3,39.7,2017
Iona,MAAC,34,20,18.8,24.5,30.2,51.5,38.3,2018
Iona,MAAC,33,17,18.5,25.1,36.8,53.2,35.1,2019
Buffalo,MAC,33,23,19.7,34.5,42.6,47.6,34.1,2015
Buffalo,MAC,34,19,17.7,31.8,41.6,49,33.7,2016
Kent St.,MAC,35,22,19,38.1,32.5,48.5,31.7,2017
Hampton,MEAC,35,17,20.1,31.8,43.8,45.6,30.4,2015
Hampton,MEAC,31,20,16.7,34.5,41.3,47.3,30.5,2016
Bradley,MVC,34,20,18.4,26.7,36.3,46.5,37,2019
Wyoming,MWC,33,23,17.9,22,40.4,54.4,32.6,2015
Fresno St.,MWC,33,23,21,30,37.7,47,34.4,2016
Nevada,MWC,35,28,15.9,30.4,41.3,49.2,38.2,2017
San Diego St.,MWC,32,22,19,31.6,35.1,52,34.1,2018
Nevada,MWC,34,29,19.2,27.2,40.8,54.9,34.7,2019
Utah St.,MWC,34,28,17.3,32,36.7,54.2,35.7,2019
Robert Morris,NEC,35,20,21.8,31,35.5,47.4,37.5,2015
Mount St. Mary's,NEC,36,20,21.7,23.1,32.4,49.4,35.8,2017
Fairleigh Dickinson,NEC,33,21,20.2,29.5,35.7,51,40.1,2019
Belmont,OVC,32,21,18.5,28.9,32.2,56.4,37.7,2015
Austin Peay,OVC,34,16,18.6,31.9,47,51,34.7,2016
Jacksonville St.,OVC,33,20,16.6,31.2,33.4,50.8,37.2,2017
Murray St.,OVC,30,26,18,32.9,37.3,54.4,37.2,2018
Belmont,OVC,32,27,16,25.3,28.5,59.2,37,2019
Arizona,P12,34,25,16,35,43.8,52.2,38.1,2016
California,P12,34,23,14.1,32.4,41.7,51.1,36.3,2016
Colorado,P12,33,21,15.4,34.8,40.5,43.9,38.6,2016
Oregon St.,P12,31,18,19.5,29,36.8,46.9,37.4,2016
USC,P12,34,21,16.7,32.1,35.1,49.4,38.7,2016
Arizona,P12,35,27,16.7,33.2,36.9,56.7,36.9,2018
Arizona St.,P12,34,23,19,31.7,43.8,50.8,33.6,2019
Lafayette,Pat,32,19,16.8,27.7,30.4,52.8,40.8,2015
Holy Cross,Pat,35,15,19.6,23.1,36.1,47.2,32.6,2016
Bucknell,Pat,35,26,19.7,26.8,37.2,54.3,37.9,2017
Bucknell,Pat,35,25,17,27,42.6,55,34.8,2018
Colgate,Pat,34,24,17.8,30.2,28.4,53.5,39.5,2019
Troy,SB,35,22,17.6,30.8,40.1,50.9,35.1,2017
Georgia St.,SB,33,24,20.6,25.6,30.9,50.9,38.7,2018
Georgia St.,SB,33,24,21,23,35.4,51.2,38.1,2019
Wofford,SC,33,26,20,29.4,37.6,49.1,36.8,2015
Chattanooga,SC,33,27,20.2,32.3,41.6,50.7,35.6,2016
East Tennessee St.,SC,33,27,22,30.1,42.8,55,38.2,2017
UNC Greensboro,SC,32,27,21.4,33.7,26,51.1,35,2018
Georgia,SEC,33,21,16.7,32.2,47.7,47.2,34.2,2015
LSU,SEC,33,22,19.1,33.9,33.5,50.1,33.9,2015
Mississippi,SEC,34,21,18.7,34.8,36.1,46.8,33.2,2015
Vanderbilt,SEC,35,19,16.1,24.8,34.8,48.1,37.6,2017
Arkansas,SEC,35,23,19.4,28.8,37.4,51.2,39.5,2018
Missouri,SEC,32,20,16,30.3,38.3,50.3,39,2018
Mississippi,SEC,33,20,20.6,30.2,30.9,52.7,35.8,2019
Mississippi St.,SEC,34,23,19.5,34.7,32.7,53.4,37.7,2019
Stephen F. Austin,Slnd,31,26,24.5,37.6,41.9,55.4,37.3,2015
Stephen F. Austin,Slnd,31,28,25.9,32,40.5,51.7,37.4,2018
Abilene Christian,Slnd,30,27,23.3,27,34,49.5,37.7,2019
North Dakota St.,Sum,31,21,16.5,26.1,35.7,45.5,38.2,2015
South Dakota St.,Sum,32,24,17.2,32.4,40.2,49.7,36.1,2016
South Dakota St.,Sum,33,18,16.2,27.1,39.9,52.7,35.8,2017
South Dakota St.,Sum,31,28,14.2,24.6,35.4,50.7,39.3,2018
North Dakota St.,Sum,33,19,14.4,20.7,32.2,52.1,36.7,2019
Texas Southern,SWAC,35,22,18.7,33.8,46.8,50,32.2,2015
Texas Southern,SWAC,35,23,19.2,31.7,44.3,50,29.6,2017
Texas Southern,SWAC,36,16,16.2,28.5,42.9,48.5,35.9,2018
New Mexico St.,WAC,32,21,20.6,39.3,44.3,49.3,36.2,2015
Cal St. Bakersfield,WAC,30,21,21.5,34.1,38,48.5,34.3,2016
New Mexico St.,WAC,31,28,19.1,35.6,43.3,54.2,33.5,2017
New Mexico St.,WAC,31,28,19,33.8,29.1,52,34,2018
New Mexico St.,WAC,33,30,19.1,37,34.6,56.7,34,2019
Saint Mary's,WCC,34,22,16.3,31.2,29.1,52.3,37.8,2019
Duke,ACC,35,26,18.5,35.2,38.8,50.3,39.5,2014
Cincinnati,Amer,34,27,22.4,39.1,38.7,46.6,33.5,2014
Oklahoma,B12,33,23,17.8,32.4,39.4,48.7,37.9,2014
VCU,A10,35,26,25.6,34.9,35.2,45.6,34.9,2014
Massachusetts,A10,33,24,18.7,34.3,39.2,49.9,34.6,2014
Ohio St.,B10,35,25,21.9,29.6,42.3,51.1,32.4,2014
New Mexico,MWC,34,27,14.9,32.5,46.7,51.7,33.2,2014
Colorado,P12,35,23,17.8,34,48.3,48.6,31.8,2014
Kansas St.,B12,33,20,19,34.7,40.3,48.3,33.1,2014
Oklahoma St.,B12,34,21,20,28,49.7,51.3,36.4,2014
Arizona St.,P12,33,21,17,24.5,42.5,48.8,39,2014
BYU,WCC,34,22,16.6,34.9,47.6,49.2,36.9,2014
Saint Joseph's,A10,34,24,15.3,29.5,43.6,52.3,37.9,2014
George Washington,A10,33,24,19.6,35.1,46.6,50.2,36.4,2014
Nebraska,B10,32,19,19,25.7,42.3,47.4,33.3,2014
Providence,BE,35,22,16.4,35.3,41.9,46.5,34.7,2014
North Carolina St.,ACC,36,22,17.4,34.1,37,51.5,30.5,2014
Delaware,CAA,35,25,16.8,29.1,43.9,49.5,34.7,2014
Manhattan,MAAC,33,25,21.7,34.4,55.5,48.7,36.9,2014
New Mexico St.,WAC,35,25,16.1,37.7,53.9,52.9,36.1,2014
Tulsa,CUSA,34,21,20.3,30.2,47.1,49.2,32.7,2014
Louisiana Lafayette,SB,32,20,18.5,36.5,44.3,49.6,37.1,2014
North Carolina Central,MEAC,32,26,23.7,35.4,49.5,50.8,32.5,2014
Western Michigan,MAC,32,22,18.5,31,51.4,53.7,32.6,2014
American,Pat,33,20,19.6,26.5,35,55.1,37.9,2014
Eastern Kentucky,OVC,32,22,24.2,23,43.2,55.7,38.6,2014
Milwaukee,Horz,34,20,18.5,28.6,44.7,49.1,32.7,2014
Wofford,SC,30,17,19.7,30.9,33,47.4,34.6,2014
Albany,AE,34,19,18.3,31.9,42,47,36,2014
Cal Poly,BW,32,12,18.1,30.9,33.2,44.2,33,2014
Coastal Carolina,BSth,31,18,18.3,34.2,38.6,47.6,32.6,2014
Weber St.,BSky,29,17,13.8,28.4,49.7,51.1,39.4,2014
Georgetown,BE,32,25,22.4,30.4,36.8,50.2,35.3,2013
New Mexico,MWC,35,29,19.5,29.3,45.7,46.1,35.1,2013
Kansas St.,B12,34,26,22.2,38.5,31.7,46.8,35.8,2013
Wisconsin,B10,35,23,18,32.6,29.7,48,33,2013
Oklahoma St.,B12,33,24,21.7,31.3,40.5,49.5,31.6,2013
UNLV,MWC,34,24,18.5,33.3,36.7,48.9,32.6,2013
UCLA,P12,35,25,19.9,30.7,33.1,48.9,33.3,2013
Notre Dame,BE,35,25,16,34,32,50.6,37,2013
Pittsburgh,BE,33,24,22,40.4,37.5,51.5,34.9,2013
North Carolina St.,ACC,35,24,16.6,34.7,40.9,52.8,39.1,2013
Villanova,BE,33,19,22,33.1,50.6,46,33.2,2013
Missouri,SEC,34,23,17.6,38.7,35,51.4,33.9,2013
Oklahoma,B12,32,20,19.6,33.2,35.4,47.6,32.3,2013
Colorado,P12,33,21,19.4,33.6,40.9,47,34.4,2013
Cincinnati,BE,34,22,20.3,38.7,35.5,45.5,31.6,2013
Belmont,OVC,31,24,25,29.7,32.8,56.9,37.2,2013
Bucknell,Pat,33,27,14.1,29.3,35.7,48.3,35.8,2013
Saint Mary's,WCC,34,27,17.9,36.9,37,52.3,37.3,2013
Akron,MAC,32,25,20.2,37.6,36.9,52.1,32.7,2013
South Dakota St.,Sum,32,22,17.1,28.9,33,50.4,38.9,2013
Montana,BSky,30,23,18.3,25.1,40.6,52,36.4,2013
New Mexico St.,WAC,34,23,18.6,36.9,47,49.8,31.8,2013
Northwestern St.,Slnd,28,19,21.7,34.8,40.3,50,31,2013
Davidson,SC,33,25,18.8,29,38.9,52,36.6,2013
Valparaiso,Horz,33,25,19.5,31.2,41.7,55.7,37.1,2013
Pacific,BW,33,20,20,29.2,37.7,46.8,38.9,2013
Iona,MAAC,34,20,19.3,32.8,32.7,50.4,36.7,2013
Albany,AE,35,24,19.9,31.7,40,46.7,37,2013
Western Kentucky,SB,35,19,20.8,34.8,37.6,48.3,32.7,2013
North Carolina A&T,MEAC,36,19,23.4,29.8,42.6,45.4,30.7,2013
Southern,SWAC,30,20,20.2,26.2,40.3,46,36.7,2013
James Madison,CAA,36,21,21.1,29.6,36.8,46.2,33.6,2013
Wake Forest,ACC,33,19,16.2,30.7,40.7,52.1,38.5,2017
Tulsa,Amer,32,20,20.4,28,39.6,51.1,32.6,2016
Temple,Amer,33,23,20.6,26.9,32.5,50.1,33,2019
North Florida,ASun,32,20,17.9,29.2,39.7,51.1,38.1,2015
Providence,BE,33,20,20.3,26.4,38.1,49.1,37.1,2017
St. John's,BE,34,21,21.2,21.8,29.5,50.7,35.8,2019
Manhattan,MAAC,33,19,23.9,30.9,47.4,48.8,33.6,2015
North Carolina Central,MEAC,31,25,19.8,31.6,34.2,52.7,32.7,2017
North Carolina Central,MEAC,32,19,16.8,32.9,30.3,51.3,32.3,2018
North Carolina Central,MEAC,31,18,17.5,34.8,33.5,51.3,31.5,2019
Boise St.,MWC,32,23,19.4,27.8,32.4,49.6,38.9,2015
Fairleigh Dickinson,NEC,32,17,21,28.4,33.3,49.5,36.4,2016
LIU Brooklyn,NEC,34,18,16.5,29.4,38.7,52.3,34.6,2018
Arizona St.,P12,32,20,20.4,28,41.3,53.2,36.4,2018
UCLA,P12,33,21,14.5,28.5,35.5,51.4,38.1,2018
Vanderbilt,SEC,33,19,14.2,27.2,39.8,50.1,38.2,2016
New Orleans,Slnd,29,20,22.4,36.1,42.8,51.6,30.7,2017
Southern,SWAC,32,19,19.6,28.1,38.1,47.6,33.8,2016
Prairie View A&M,SWAC,34,22,24.7,29.7,43.1,49.2,32.4,2019
BYU,WCC,33,23,17.7,33.4,42.5,50.2,39,2015
Iowa,B10,33,20,18.8,37.6,45.3,50.6,35,2014
Xavier,BE,34,21,16.9,34.1,41.6,51.5,34.8,2014
Mount St. Mary's,NEC,33,16,18.8,27.8,36.7,50.2,35.5,2014
Texas Southern,SWAC,33,18,15.8,33.6,49.3,50.7,35.8,2014
Middle Tennessee,SB,34,28,23.6,36.5,41.4,49.2,37.7,2013
Boise St.,MWC,30,19,20,30.3,33.7,48.4,38.7,2013
LIU Brooklyn,NEC,34,20,18.4,35.2,45.6,53.1,38,2013
Liberty,BSth,33,12,15.1,29,38.4,44.9,37,2013
North Carolina,ACC,38,26,17.7,40,35.2,50.9,35.8,2015
North Carolina St.,ACC,36,22,14.9,33.9,35.3,47.3,35.6,2015
Duke,ACC,36,25,17.4,33.2,40.6,51,38.5,2016
Miami FL,ACC,35,27,17.4,30.1,40.7,53.2,37.5,2016
Clemson,ACC,35,25,17.4,27.2,33.5,51.6,36.6,2018
Syracuse,ACC,37,23,19.5,34.7,40.5,46.6,31.7,2018
Florida St.,ACC,37,29,20.3,32.8,35.8,50.9,33.2,2019
North Carolina,ACC,36,29,18.3,35.3,30.2,52.1,36.2,2019
Virginia Tech,ACC,35,26,21.6,29.6,31.9,52.9,39.4,2019
Houston,Amer,37,33,18.2,34.4,31.6,51.3,35.5,2019
Indiana,B10,35,27,18.9,37.2,33.9,56.1,41.6,2016
Maryland,B10,35,26,16.4,29.1,37,55.8,36.2,2016
Wisconsin,B10,35,22,18.6,33.1,38,46.6,34.9,2016
Michigan,B10,38,26,19.5,24.7,30.1,56.3,38.5,2017
Purdue,B10,35,27,16.6,30.8,33.3,52.7,40.3,2017
Wisconsin,B10,37,27,19.5,35.9,32.9,51.1,35.9,2017
Purdue,B10,37,30,17.7,28,35.6,54.1,42,2018
Michigan,B10,37,30,18,24.7,27.5,51.8,34.2,2019
Oklahoma,B12,35,24,19.7,31.5,32.8,48.2,34.3,2015
West Virginia,B12,35,25,28,40.1,40.4,45.5,31.6,2015
Iowa St.,B12,35,23,16.8,26.2,26.1,56.7,38.7,2016
Baylor,B12,34,27,17.1,39.8,33.9,52.2,35.3,2017
West Virginia,B12,37,28,27.6,37.9,38.9,49.8,36.2,2017
West Virginia,B12,37,26,23.3,37,31.3,48.8,35.3,2018
Xavier,BE,37,23,18.8,31.3,38.5,53.7,35.1,2015
Butler,BE,34,25,19.6,27.2,37.1,54.5,36.6,2017
Wichita St.,MVC,34,29,21.3,34.5,36.2,48.9,35.4,2015
Nevada,MWC,37,29,18,26.7,36.3,52.1,39.2,2018
UCLA,P12,36,22,17.9,33.8,35.7,47.4,36.8,2015
Utah,P12,34,25,18.3,31.3,43.4,52.3,40.1,2015
Arizona,P12,37,32,17.4,33.2,40.5,51.5,39,2017
UCLA,P12,36,31,15.8,29.1,26.8,59.1,40.6,2017
Oregon,P12,38,25,20.9,29.6,29.4,51.6,35.1,2019
Texas A&M,SEC,37,28,20.7,34.8,38.1,51.3,34.1,2016
Kentucky,SEC,37,26,16.8,35.7,44,51.2,35.7,2018
Texas A&M,SEC,35,22,15.3,33.9,32,52.5,32.9,2018
LSU,SEC,35,28,20.1,36.7,37.1,52.9,31.9,2019
Tennessee,SEC,36,31,18,31.6,33.3,55.4,36.7,2019
Gonzaga,WCC,35,27,15.1,32.1,34.4,54.3,37.8,2016
Gonzaga,WCC,37,32,17.4,33,32.1,58.2,36.8,2018
Virginia,ACC,37,30,18.4,33.9,42,49,36.9,2014
Iowa St.,B12,36,28,15.9,28.8,36.4,54.4,35.8,2014
Louisville,Amer,37,31,25,37.1,41.2,52.7,36.8,2014
San Diego St.,MWC,34,29,20.6,36.1,45.1,45.1,34.2,2014
UCLA,P12,37,28,20.3,29.8,38.2,53,38,2014
Baylor,B12,36,24,15.8,40.1,44.8,48.3,38,2014
Stanford,P12,36,23,17,29.3,45,49.9,36.4,2014
Tennessee,SEC,36,23,16.9,39.7,41.8,50.6,31.9,2014
Indiana,B10,36,29,20.9,39,45.8,52,40.3,2013
Kansas,B12,37,31,18.4,33.8,39.5,52.9,36.4,2013
Miami FL,ACC,36,29,18.4,31.3,34.6,50.6,36.2,2013
Michigan St.,B10,35,26,19.2,36.1,36.6,50.4,34.1,2013
Arizona,P12,35,27,19.8,35,37.4,50.6,37.1,2013
Oregon,P12,37,28,22,35.8,38.4,49.1,33.3,2013
La Salle,A10,34,24,21.3,29,31.3,49.3,37.7,2013
Florida Gulf Coast,ASun,35,24,22.1,32.5,35.2,52.3,33.4,2013
Michigan,B10,24,20,15.1,29.4,28.9,53.3,38.7,2021
Baylor,B12,24,22,24.6,37.5,27,54.1,41.8,2021
Illinois,B10,29,23,16.1,33,39.2,55.3,37.6,2021
Gonzaga,WCC,26,26,20.3,30.4,36.7,64,36.5,2021
Iowa,B10,29,21,16.3,30.7,32,52.4,38.6,2021
Ohio St.,B10,30,21,15,29.1,37.6,52.1,36.5,2021
Houston,Amer,26,24,21.6,39.4,30.7,49.9,35.5,2021
Alabama,SEC,30,24,21.1,31.5,28.6,50.1,35.1,2021
West Virginia,B12,27,18,20.7,35.6,39.4,46.4,35.7,2021
Texas,B12,26,19,17.8,31.3,34,52.4,35.7,2021
Kansas,B12,27,20,20,30.9,30.5,49.3,33.8,2021
Arkansas,SEC,28,22,20.3,31.7,32.7,51.9,33.9,2021
Florida St.,ACC,22,16,19.6,35.4,32.7,52.1,39,2021
Virginia,ACC,24,18,15.2,23.1,22,55.3,38.1,2021
Purdue,B10,27,18,16.9,32.2,32.2,52.1,33.5,2021
Oklahoma St.,B12,28,20,19.3,31.9,36.4,52.8,33.8,2021
Villanova,BE,22,16,19,27.9,30,52.8,35.2,2021
Tennessee,SEC,26,18,22.9,31.4,35.1,49.8,33.8,2021
Creighton,BE,28,20,17.8,24.8,26.9,56.3,36.7,2021
Colorado,P12,30,22,19.8,30.9,29.9,50.3,36.7,2021
Texas Tech,B12,27,17,23.8,33.8,39.3,48.7,34.7,2021
BYU,WCC,25,20,16,28.6,27.8,54.5,37.3,2021
USC,P12,29,22,17.4,35.7,37.5,52.1,34.8,2021
San Diego St.,MWC,26,23,22.5,29.9,34.3,50.5,37.5,2021
Florida,SEC,23,14,20.5,30.7,33.8,51.9,35.7,2021
Connecticut,BE,22,15,19.6,36.9,29.6,49,33.6,2021
Clemson,ACC,23,16,21.6,26.6,23.6,49.2,34.6,2021
Oregon,P12,26,20,20.3,28.3,26.8,52.9,37.9,2021
Oklahoma,B12,25,15,18.7,27.3,29.1,50.8,33.8,2021
North Carolina,ACC,28,18,19.3,41.2,34.9,48.9,31.7,2021
LSU,SEC,27,18,18.4,31.5,33.9,53,35,2021
Loyola Chicago,MVC,26,24,21.6,26,30.7,58,35.7,2021
St. Bonaventure,A10,20,16,19.5,33.6,27.8,49.3,35.4,2021
Missouri,SEC,25,16,18.4,28.6,37.5,52.6,32,2021
Wisconsin,B10,29,17,17.8,23.7,26.9,46.3,36,2021
Georgia Tech,ACC,25,17,22.7,24.8,29,54.8,34.9,2021
Rutgers,B10,26,15,18.9,27.4,27.7,51.9,31.1,2021
Virginia Tech,ACC,21,15,17.6,28.4,33.2,51.7,35.7,2021
Maryland,B10,28,16,16.9,20.9,32.6,52.8,34.9,2021
VCU,A10,26,19,23.5,28.3,34,51.7,32.9,2021
Michigan St.,B10,27,15,15.4,30.4,31.4,47.8,32,2021
Wichita St.,Amer,19,16,18.1,29.8,38.2,44.7,34.5,2021
Syracuse,ACC,25,16,20.8,30.1,28.1,50.9,33.7,2021
UCLA,P12,26,17,17.6,30.4,32.6,50.6,36.7,2021
Utah St.,MWC,27,20,19.7,35.3,29.4,49.6,33.6,2021
Drake,MVC,27,25,18.8,31.6,25.2,54.4,36.6,2021
Georgetown,BE,25,13,16.2,32.4,30.3,46.1,36.6,2021
Oregon St.,P12,28,17,18.5,29.8,34,46.9,34.6,2021
UC Santa Barbara,BW,24,22,20.8,28.2,35.5,53.4,34.8,2021
Winthrop,BSth,24,23,22.5,35.6,35.7,53,35.3,2021
Ohio,MAC,22,16,20,28.7,29.6,56.4,36.6,2021
North Texas,CUSA,25,17,21.4,27.9,27.2,52.9,37.3,2021
UNC Greensboro,SC,29,21,21,32.4,23.8,50.3,30,2021
Liberty,ASun,24,23,17.3,23.1,25.5,56.8,38.8,2021
Colgate,Pat,15,14,16.6,27.9,31.1,55.4,40.2,2021
Eastern Washington,BSky,22,16,16.5,23.9,30.4,54.2,35.9,2021
Abilene Christian,Slnd,23,23,26.7,30.6,34,50.8,37.7,2021
Morehead St.,OVC,28,23,18,31.3,36.8,51.8,34.7,2021
Iona,MAAC,17,12,19.6,33.4,36.1,49.9,35.5,2021
Oral Roberts,Sum,23,16,18.2,23.2,27.8,49.7,38.8,2021
Grand Canyon,WAC,20,17,16.6,32.4,34.7,55.7,32.2,2021
Cleveland St.,Horz,26,19,20.2,30.9,31.9,52.1,31.9,2021
Drexel,CAA,19,12,16.4,29.4,28.5,53.5,37.2,2021
Mount St. Mary's,NEC,22,12,16.3,31.7,29.7,47.7,33.7,2021
Hartford,AE,23,15,20.4,24.8,28.6,51.3,32.7,2021
Norfolk St.,MEAC,21,16,20.7,28.8,38.6,46.1,37.4,2021
Texas Southern,SWAC,23,16,19.2,32.9,38.9,51,27.7,2021
Appalachian St.,SB,24,17,20,27.8,33,46.7,32.6,2021
Howard,MEAC,5,1,12.6,20.4,37.1,50.4,34.6,2021
South Carolina St.,MEAC,18,1,22.7,26.1,27.9,43,31.9,2021
Idaho,BSky,22,1,17.1,22,29.6,47.4,34.1,2021
Maine,AE,9,2,20.7,23.3,27.2,43.4,31.5,2021
Fordham,A10,14,2,19.2,19.2,27.5,42.2,26.9,2021
Denver,Sum,20,2,19,22,34.1,48.6,34.8,2021
Iowa St.,B12,24,2,18.5,24.3,19.6,48,32.1,2021
Mississippi Valley St.,SWAC,24,2,14.9,18.1,24.7,38.3,32.9,2021
San Diego,WCC,14,3,18.2,20.9,25.6,46.8,30.4,2021
